DECLARATION ID,DECLARATION DATE,IMPORTER_TIN,IMPORT_COMPANY_NAME,COUNTRY OF ORIGIN,HS CODE,FOB VALUE
ADDL1090435,1.Mar.22,102079981,NR JOB DAUDI MASIMA,Israel,###420212000000.0,23097.1
ADDL1089767,1.Mar.22,100103559,ESSEGEE HOUSEHOLD STORE LIMITED.,China,8    20420000000.0,100599.86
ADDA1091117,Mar.1.22,133069143,KENU EQUIPMENT LIMITED,United States,730792000000.0,
ADDA1089579,1.Mar.22,142479281,NEE TECH & SERVICES LIMITED,Japan,48   1690000000.0******,10462986.3
ADDL1090103,1.Mar.22,107893245,,China,961511000000.0,523842.23
ADDL1090435,1.Mar.22,102079981,NR JOB DAUDI MASIMA,Israel,420212000000.0,23097.1
ADDA1089980,1.Mar.22,100252538,TEKHNE IMAGE LTD.,Germany,#848180000000.0,400763.9
ADDA1089605,22.Mar.1,132853517,YEPE MERKEZI INSAAT VE SANAYI ANONIM SIRKETI,Turkey,731815000000.0,
ADDL1089667,1.Mar.22,137793687,EPEX CARGO SERVICES LIMITED,India,870899000000.0,814858.83
ADDA1090969,1.Mar.22,100146193,NENTREK LIMITED,United States,853661000000.0,39611.53
ADDL1090582,1.Mar.22,133302050,BEG BANG MACHINE & PARTS COMPANY LIMITED,China,843149000000.0,1182571.52
ADDA1091117,1.Mar.22,133069143,KENU EQUIPMENT LIMITED,Republic of South Africa,853610000000.0,3002.62
ADDL1091209,1.Mar.22,136238779,EPPE AGENCIES COMPANY LIMITED,China,##850710000000.0,2124933.2
ADNG1090368,1.Mar.22,100236923,NEELEBE INTERNATIONAL LIMITED,Kenya,491200000000.0,1103309.42
ADDL1089667,1/Mar/22,137793687,EPEX CARGO SERVICES LIMITED,China,842542000000.0,345812.01
ADMK1091014,1.Mar.22,100964937,GERWENE FESTO MUGANDA,Uganda,330520000000.0,2887137.5
ADDL1090435,1.Mar.22,102079981,NR JOB DAUDI MASIMA,Israel,691110000000.0,23097.1
ADDL1091087,1.Mar.22,134802073,,Japan,870323000000.0,4534353.38
ADDL1090582,1.Mar.22,133302050,BEG BANG MACHINE & PARTS COMPANY LIMITED,China,#391729000000.0,
ADDL1091278,1.Mar.22,144595459,USNEN AUTOS LIMITED,Japan,870324000000.0,3002623.0
ADNG1090342,1.Mar.22,106221510,BHENGE TRANSPORT LIMITED,Kenya,871641000000.0,73910720.0
ADDA1091069,1.Mar.22,100772043,GENBE PLASTICS LTD.,India,680530000000.0,23097.1
ADDL1089667,1.Mar.22,137793687,,Japan,870893000000.0,6224616.09
ADDL1091238,1.Mar.22,154691847,THREE ACE MOTORS LIMITED,Japan,870323000000.0,3860957.43
ADDL1089710,1.Mar.22,107284885,ERTEN LIMITED,China,401120000000.0,11724087.96
ADKR1091081,1.Mar.22,114617180,ELLEVE DISTILLERS ( ) LIMITED,Republic of South Africa,7    01790000000.0,562313.99
ADNG1089711,1.Mar.22,111778590,RENENE LAURENCE KIBANGA,Kenya,##630190000000.0,19921248.75
ADDA1090184,1.Mar.22,137681099,GEGETEK DISTRIBUTORS LIMITED,India,847149000000.0,4682475.08
ADDA1091117,1.Mar.22,133069143,KENU EQUIPMENT LIMITED,Germany,843149000000.0,1745955.98
ADMK1091028,1.Mar.22,126825579,PHL TRADING LIMITED,Uganda,330520000000.0,3108869.66
ADDA1091108,1.Mar.22,100147564,TETE HOLDINGS LIMITED,India,//851220000000.0,88692.86
ADDA1089797,1.Mar.22,100138158,NYENZE ROAD WORKS LTD.,Hong Kong,901590000000.0,198866.03
ADNG1091338,1.Mar.22,100159996,TENGE PHARMACEUTICAL & PLASTICS LTD,Kenya,481921000000.0,1202896.97
ADDA1091117,1.Mar.22,133069143,KENU EQUIPMENT LIMITED,United States,843149000000.0,
ADDA1091375,Mar/1/22,104683797,RZ CARD LTD,Japan,321210000000.0,751117.69
ADDL1089792,1.Mar.22,107290400,NEZEVE FABRICS & PRODUCTION E.A. LIMITED,China,853810000000.0//////,5563091.75
ADAM1089905,1.Mar.22,100250241,SENRVEK MINING AND CONSTRUCTION LIMITED,United States,842123000000.0,
ADDL1090435,1.Mar.22,102079981,NR JOB DAUDI MASIMA,Israel,150990000000.0,46194.2
ADDL1090932,1.Mar.22,100255863,NR MAHSEN SALMIN ALJABRY,China,700721000000.0,1154855.0
ADDL1090332,1.Mar.22,140380598,,China,700510000000.0,39146812.85
ADDL1089637,1.Mar.22,132853517,YEPE MERKEZI INSAAT VE SANAYI ANONIM SIRKETI,Turkey,848280000000.0,
ADMK1091024,1.Mar.22,138575969,EGEPETE PAUL SWAI,Uganda,330499000000.0,461942.0
ADDL1089934,1.Mar.22,144294041,RK MOTORS LIMITED,India,870422000000.0,3349079.5
ADAM1089568,1.Mar.22,101324141,NETEENEL INSTITUTE FOR MEDICAL RESEARCH,Malaysia,**********380900000000.0,
ADNG1091363,1.Mar.22,105722176,ESHE CHEMICAL INDUSTRIES LIMITED,Kenya,310590000000.0,27904438.01
ADDL1091209,1.Mar.22,136238779,EPPE AGENCIES COMPANY LIMITED,China,870899000000.0,242519.55
ADDL1090582,1.Mar.22,133302050,BEG BANG MACHINE & PARTS COMPANY LIMITED,China,870899000000.0,9404561.69
ADDL1089667,1.Mar.22,137793687,EPEX CARGO SERVICES LIMITED,China,852852000000.0,837493.8
ADDL1090325,1.Mar.22,152378815,LEVENESS COMPANY LIMITED,China,640299000000.0,10864875.84
ADDL1090932,1.Mar.22,100255863,NR MAHSEN SALMIN ALJABRY,China,700721000000.0,1801573.8
ADDL1090582,1.Mar.22,133302050,BEG BANG MACHINE & PARTS COMPANY LIMITED,China,85     1180000000.0,1672414.82
ADAM1090245,1.Mar.22,108924071,TRE - PUMP LIMITED,Mauritius,842121000000.0,342275.92
ADDA1090023,1.Mar.22,138846776,BENYEN IT SOLUTIONS LIMITED,United Arab Emirates,##853650000000.0,78784.21
ADDL1089793,1.Mar.22,116133857,PLUG IN LIMITED,China,940540000000.0,1085563.7
ADDL1089793,1.Mar.22,116133857,PLUG IN LIMITED,China,940540000000.0,1085563.7
ADDL1089793,1.Mar.22,116133857,PLUG IN LIMITED,China,940540000000.0,1085563.7
ADDL1089637,1.Mar.22,132853517,YEPE MERKEZI INSAAT VE SANAYI ANONIM SIRKETI,Turkey,&&842131000000.0,22704.45
ADDL1089667,1.Mar.22,137793687,EPEX CARGO SERVICES LIMITED,China,940350000000.0,6287.49
ADDA1091117,1.Mar.22,133069143,KENU EQUIPMENT LIMITED,Republic of South Africa,853610000000.0,
ADDL1090857,1.Mar.22,120963821,EQUPEENT PROPERTIES LIMITED,China,853669000000.0,1489762.95
ADDL1090582,1.Mar.22,133302050,BEG BANG MACHINE & PARTS COMPANY LIMITED,China,843149000000.0,244529.0
ADSR1090927,1.Mar.22,117770222,ERRENT LIMITED.,United Kingdom,7 30799000000.0,56282.97
ADMK1091014,1.Mar.22,100964937,GERWENE FESTO MUGANDA,Uganda,330499000000.0,866141.25
ADDA1089835,1.Mar.22,100181517,BEKHRESE FOOD PRODUCTS LIMITED,Spain,330210000000.0,284835.75
ADAM1090245,1.Mar.22,108924071,TRE - PUMP LIMITED,Mauritius,848140000000.0,21203.14
ADDA1089572,1.Mar.22,130186459,GEKEYE KIKWETE CARDIAC INSTITUTE,Israel,901890000000.0,577427.5
ADAM1090042,1.Mar.22,140981966,KNS LIMITED,Republic of South Africa,251749000000.0,23097.1
ADDL1091169,1.Mar.22,133429255,ENPEREE TILES LIMITED,China,691010000000.0,4503934.5
ADDL1090269,1.Mar.22,132209898,URHENE COMPANY LIMITED,China,691110000000.0,14218574.76
ADDL1091091,1.Mar.22,129099453,KERE CERAMICS COMPANY LIMITED,China,680410000000.0,101524804.4
ADDA1089605,1.Mar.22,132853517,YEPE MERKEZI INSAAT VE SANAYI ANONIM SIRKETI,Turkey,848410000000.0,150223.54
ADDL1090582,1.Mar.22,133302050,BEG BANG MACHINE & PARTS COMPANY LIMITED,China,870893000000.0,680440.57
ADDA1089502,1.Mar.22,116174103,ELNENEEH HEAVY EQUIPMENT ( EAST ) LIMITED,Italy,7 31815000000.0,1847.77
ADDA1090969,1.Mar.22,100146193,NENTREK LIMITED,Philippines,848490000000.0,134147.96
ADMK1091024,1.Mar.22,138575969,EGEPETE PAUL SWAI,Uganda,330520000000.0,1524408.6
ADMK1091024,1.Mar.22,138575969,EGEPETE PAUL SWAI,Uganda,330520000000.0,1524408.6
ADMK1091024,1.Mar.22,138575969,EGEPETE PAUL SWAI,Uganda,330520000000.0,1524408.6
ADMK1091024,1.Mar.22,138575969,EGEPETE PAUL SWAI,Uganda,330520000000.0,1524408.6
ADMK1091024,1.Mar.22,138575969,EGEPETE PAUL SWAI,Uganda,330520000000.0,1524408.6
ADDA1090806,1.Mar.22,100102919,KEGERETTE PUBLIC LIMITED COMPANY,Italy,842290000000.0,34180289.88
ADNG1090931,1.Mar.22,103931347,KENEKE FURNITURES TRANSPORT LIMITED,Kenya,392691000000.0,18242.55
ADNG1090368,1.Mar.22,100236923,NEELEBE INTERNATIONAL LIMITED,Kenya,491110000000.0,96539.57
ADMK1091024,1.Mar.22,138575969,EGEPETE PAUL SWAI,Uganda,330520000000.0,1039369.5
ADDA1090038,1.Mar.22,107149236,PEST GUARD LIMITED,China,392691000000.0,2307169.57
ADDL1089667,1.Mar.22,137793687,EPEX CARGO SERVICES LIMITED,China,851830000000.0,10059.99
ADDL1089767,1.Mar.22,100103559,ESSEGEE HOUSEHOLD STORE LIMITED.,China,840791000000.0,2829370.95
ADDL1091390,1.Mar.22,115701746,TEEKU GARMENTS COMPANY LIMITED,China,391910000000.0,120867.12
ADDA1091117,1.Mar.22,133069143,KENU EQUIPMENT LIMITED,Switzerland,902620000000.0,165513.82
ADDL1090325,1.Mar.22,152378815,LEVENESS COMPANY LIMITED,China,640299000000.0,3797163.24
ADMK1091024,1.Mar.22,138575969,EGEPETE PAUL SWAI,Uganda,330520000000.0,1039369.5
ADDA1091117,1.Mar.22,133069143,KENU EQUIPMENT LIMITED,Italy,870899000000.0,14204.72
ADDL1089767,1.Mar.22,100103559,ESSEGEE HOUSEHOLD STORE LIMITED.,China,846719000000.0,1760497.48
ADDA1090686,1.Mar.22,100258552,VEREKEN PUBLIC LIMITED COMPANY,Hong Kong,851770000000.0,2382262.63
ADDL1090258,1.Mar.22,127682879,EVERWELL CABLE AND ENGINEERING COMPANY LIMITED,China,853620000000.0,2232565.69
ADDL1091209,1.Mar.22,136238779,EPPE AGENCIES COMPANY LIMITED,China,391991000000.0,13395394.12
ADDL1090114,1.Mar.22,100725029,TEN VETERINA LTD,China,300420000000.0,6062988.75
ADDL1090435,1.Mar.22,102079981,NR JOB DAUDI MASIMA,Israel,691110000000.0,23097.1
ADDA1090543,1.Mar.22,112869026,BENBEE ROCK DRILLING COMPANY LIMITED,Australia,843143000000.0,1003298.57
ADDA1091117,1.Mar.22,133069143,KENU EQUIPMENT LIMITED,Republic of South Africa,401693000000.0,91580.0
ADDA1090272,1.Mar.22,116023962,NR MITESH BHARAT DHOKIA,United States,401695000000.0,124701.24
ADDL1090593,1.Mar.22,103306841,SENBE TRAILERS MANUFACTURING LIMITED,China,871640000000.0,37740661.4
ADDL1089667,1.Mar.22,137793687,EPEX CARGO SERVICES LIMITED,United Arab Emirates,482010000000.0,40239.94
ADDA1091375,1.Mar.22,104683797,RZ CARD LTD,Japan,321210000000.0,474414.43
ADDL1090870,1.Mar.22,139973364,SUPERWEY COMPANY LIMITED,China,401120000000.0,20325448.0
ADDL1090435,1.Mar.22,102079981,NR JOB DAUDI MASIMA,Israel,150990000000.0,23097.1
ADKR1091081,1.Mar.22,114617180,ELLEVE DISTILLERS ( ) LIMITED,Republic of South Africa,401693000000.0,521483.99
ADDL1090127,1.Mar.22,108829583,PETZE LIMITED,China,871499000000.0,6049130.49
ADDA1091170,1.Mar.22,141650807,SKERE LIMITED,Belgium,401693000000.0,145234.56
ADDL1090582,1.Mar.22,133302050,BEG BANG MACHINE & PARTS COMPANY LIMITED,China,848250000000.0,384197.16
ADSR1090927,1.Mar.22,117770222,ERRENT LIMITED.,United Kingdom,853669000000.0,57829.2
ADDL1091390,1.Mar.22,115701746,TEEKU GARMENTS COMPANY LIMITED,China,960899000000.0,43653.52
ADDA1090005,1.Mar.22,101217051,NETEENEL INSTITUTE FOR MEDICAL RESEARCH,United Kingdom,901890000000.0,33707.93
ADDA1090969,1.Mar.22,100146193,NENTREK LIMITED,Brazil,854110000000.0,580314.64
ADDL1089653,1.Mar.22,125134750,ERGER ELIAS RUTAKYAMILWA,Japan,870324000000.0,4709498.69
ADAM1090245,1.Mar.22,108924071,TRE - PUMP LIMITED,Mauritius,848410000000.0,343592.46
ADDL1089767,1.Mar.22,100103559,ESSEGEE HOUSEHOLD STORE LIMITED.,India,901780000000.0,11506.11
ADDA1091117,1.Mar.22,133069143,KENU EQUIPMENT LIMITED,Italy,843149000000.0,14966.92
ADDA1089759,1.Mar.22,106463158,NERERN FITTINGS MART LTD.,Germany,830260000000.0,362518.23
ADAM1089862,1.Mar.22,100250241,SENRVEK MINING AND CONSTRUCTION LIMITED,United States,731816000000.0,53585.27
ADDL1090541,1.Mar.22,103261708,NR JULIUS FANUEL SANGA,China,330300000000.0,554330.4
ADDL1090582,1.Mar.22,133302050,BEG BANG MACHINE & PARTS COMPANY LIMITED,China,841459000000.0,95852.97
ADDL1090582,1.Mar.22,133302050,BEG BANG MACHINE & PARTS COMPANY LIMITED,China,841360000000.0,177385.73
ADDL1091091,1.Mar.22,129099453,KERE CERAMICS COMPANY LIMITED,Pakistan,960390000000.0,1847768.0
ADDL1089767,1.Mar.22,100103559,ESSEGEE HOUSEHOLD STORE LIMITED.,India,902580000000.0,25935.9
ADDL1090277,1.Mar.22,152378815,LEVENESS COMPANY LIMITED,China,640299000000.0,2993384.16
ADDL1090277,1.Mar.22,152378815,LEVENESS COMPANY LIMITED,China,640299000000.0,2993384.16
ADDL1090277,1.Mar.22,152378815,LEVENESS COMPANY LIMITED,China,640299000000.0,2993384.16
ADDL1090277,1.Mar.22,152378815,LEVENESS COMPANY LIMITED,China,640299000000.0,2993384.16
ADTM1091234,1.Mar.22,100138905,NYENZE BOTTLING COMPANY LIMITED,Swaziland,330210000000.0,55273392.84
ADDL1091020,1.Mar.22,122355837,NEENUNE NASSOR MLAWA,Japan,870323000000.0,2464460.57
ADDA1089818,1.Mar.22,113247576,ZHENG FU INTERNATIONAL COMPANY LIMITED,China,848079000000.0,1732282.5
ADDA1090819,1.Mar.22,100188686,REELWEYS CORPORATION,Canada,731815000000.0,156436.66
ADDL1089774,1.Mar.22,129565500,KERS COMPANY LIMITED,China,841360000000.0,34830.43
ADDL1091209,1.Mar.22,136238779,EPPE AGENCIES COMPANY LIMITED,China,871499000000.0,877689.8
ADAM1089801,1.Mar.22,100250241,SENRVEK MINING AND CONSTRUCTION LIMITED,Germany,848140000000.0,1806008.44
ADDL1089774,1.Mar.22,129565500,KERS COMPANY LIMITED,China,853669000000.0,24390.54
ADNG1091002,1.Mar.22,125861466,PYRENER CONSUMERS LIMITED,Kenya,960810000000.0,1404676.35
ADDL1089774,1.Mar.22,129565500,KERS COMPANY LIMITED,China,900490000000.0,12772.7
ADDL1090582,1.Mar.22,133302050,BEG BANG MACHINE & PARTS COMPANY LIMITED,China,731824000000.0,615930.37
ADDL1090435,1.Mar.22,102079981,NR JOB DAUDI MASIMA,Israel,392610000000.0,11548.55
ADDL1090435,1.Mar.22,102079981,NR JOB DAUDI MASIMA,Israel,392610000000.0,11548.55
ADDL1090435,1.Mar.22,102079981,NR JOB DAUDI MASIMA,Israel,392610000000.0,11548.55
ADKA1090312,1.Mar.22,102928997,ESELEE LODGES AND CAMPS LTD,Republic of South Africa,630231000000.0,12456.51
ADSR1090927,1.Mar.22,117770222,ERRENT LIMITED.,United Kingdom,340399000000.0,58262.15
ADKA1090974,1.Mar.22,100168065,E TO Z TEXTILE MILLS LIMITED,Germany,731819000000.0,30451.53
ADDA1091117,1.Mar.22,133069143,KENU EQUIPMENT LIMITED,Republic of South Africa,848140000000.0,445820.22
ADNG1090122,1.Mar.22,129565500,KERS COMPANY LIMITED,Kenya,481820000000.0,19756335.46
ADDL1090519,1.Mar.22,136395262,SENGENE GROUP OF COMPANIES LIMITED,China,851311000000.0,727558.65
ADDA1089605,1.Mar.22,132853517,YEPE MERKEZI INSAAT VE SANAYI ANONIM SIRKETI,Turkey,854430000000.0,1442991.32
ADDA1090969,1.Mar.22,100146193,NENTREK LIMITED,United States,870899000000.0,228245.54
ADDL1090435,1.Mar.22,102079981,NR JOB DAUDI MASIMA,Israel,691110000000.0,23097.1
ADDL1090847,1.Mar.22,100151758,ENRUSTREEL PACKAGING LTD.,Qatar,390110000000.0,79355861.33
ADDL1090127,1.Mar.22,108829583,PETZE LIMITED,China,853939000000.0,623621.7
ADDL1090679,1.Mar.22,134802073,WEZER IMPEX LIMITED,Japan,870324000000.0,4494718.76
ADDL1091026,1.Mar.22,134802073,WEZER IMPEX LIMITED,Japan,870324000000.0,10201989.07
ADDA1091117,1.Mar.22,133069143,KENU EQUIPMENT LIMITED,Malaysia,851220000000.0,26238.31
ADDL1090582,1.Mar.22,133302050,BEG BANG MACHINE & PARTS COMPANY LIMITED,China,843149000000.0,822256.76
ADDA1089600,1.Mar.22,138846776,BENYEN IT SOLUTIONS LIMITED,Hungary,847330000000.0,833020.01
ADDA1089677,1.Mar.22,121081121,KENPE HEALTH PRODUCTS LIMITED,Republic of South Africa,491000000000.0,63801.61
ADDA1091227,1.Mar.22,105007485,KEPUNGE RICE PROJECT LIMITED,United Kingdom,401693000000.0,271621.9
ADMK1091014,1.Mar.22,100964937,GERWENE FESTO MUGANDA,Uganda,330520000000.0,230971.0
ADDL1090435,1.Mar.22,102079981,NR JOB DAUDI MASIMA,Israel,950691000000.0,11548.55
ADDL1089589,1.Mar.22,133385312,HEVEEW INTERNATIONAL CO. LIMITED,China,401120000000.0,25406810.0
ADDA1090485,1.Mar.22,123663918,GSN LIMITED,United Arab Emirates,392330000000.0,60818.9
ADNG1091002,1.Mar.22,125861466,PYRENER CONSUMERS LIMITED,Kenya,960810000000.0,2809352.7
ADDL1089667,1.Mar.22,137793687,EPEX CARGO SERVICES LIMITED,China,870899000000.0,125749.82
ADDL1090946,1.Mar.22,134802073,WEZER IMPEX LIMITED,Japan,870324000000.0,2866442.5
ADNG1091394,1.Mar.22,101195619,ELLEENKE FRANCO ANIENNE OF ARUSHA,Kenya,732119000000.0,190026.56
ADDA1091117,1.Mar.22,133069143,KENU EQUIPMENT LIMITED,Italy,401693000000.0,20002.09
ADDL1090582,1.Mar.22,133302050,BEG BANG MACHINE & PARTS COMPANY LIMITED,China,870899000000.0,1055860.83
ADDA1090969,1.Mar.22,100146193,NENTREK LIMITED,United States,842123000000.0,94005.2
ADDA1089579,1.Mar.22,142479281,NEE TECH & SERVICES LIMITED,Japan,847210000000.0,3335221.24
ADAM1089538,1.Mar.22,100250241,SENRVEK MINING AND CONSTRUCTION LIMITED,Australia,842490000000.0,9957621.75
ADDL1090435,1.Mar.22,102079981,NR JOB DAUDI MASIMA,Israel,950510000000.0,11548.55
ADDL1089767,1.Mar.22,100103559,ESSEGEE HOUSEHOLD STORE LIMITED.,China,820420000000.0,47156.18
ADDL1090788,1.Mar.22,109389722,QEENG YAO INVESTMENT LIMITED.,China,420212000000.0,15521251.2
ADAM1090245,1.Mar.22,108924071,TRE - PUMP LIMITED,Mauritius,848420000000.0,1017866.1
ADDL1090582,1.Mar.22,133302050,BEG BANG MACHINE & PARTS COMPANY LIMITED,China,843149000000.0,406947.8
ADDL1089685,1.Mar.22,125194079,EPELLE HEAVY EQUIPMENT LIMITED,China,842123000000.0,1062.47
ADDA1089502,1.Mar.22,116174103,ELNENEEH HEAVY EQUIPMENT ( EAST ) LIMITED,Italy,401699000000.0,1385.83
ADDL1090435,1.Mar.22,102079981,NR JOB DAUDI MASIMA,Israel,732393000000.0,2309.71
ADDA1089977,1.Mar.22,103349338,ENBESSY OF FRANCE.,France,901890000000.0,69603499.39
ADKA1090237,1.Mar.22,138621456,KEPPERT BIOLOGICAL SYSTEMS (T) LIMITED,Netherlands,380900000000.0,91924.26
ADDA1090238,1.Mar.22,102936981,EXPELENK EVENT & PUBLICATION,Austria,820719000000.0,92388.4
ADTM1091364,1.Mar.22,100220555,NERTH MARA GOLD MINE LIMITED,Republic of South Africa,910610000000.0,37861942.52
ADNG1089831,1.Mar.22,132892717,E & V GROUP LIMITED,Kenya,392010000000.0,9098363.44
ADDL1089934,1.Mar.22,144294041,RK MOTORS LIMITED,India,870422000000.0,3349079.5
ADNG1091338,1.Mar.22,100159996,TENGE PHARMACEUTICAL & PLASTICS LTD,Kenya,482111000000.0,208335.84
ADDL1090435,1.Mar.22,102079981,NR JOB DAUDI MASIMA,Israel,220820000000.0,23097.1
ADDL1090634,1.Mar.22,152899521,KEBEKE ENTERPRISES LIMITED,Egypt,961901000000.0,28905096.77
ADDL1090541,1.Mar.22,103261708,NR JULIUS FANUEL SANGA,China,391991000000.0,2502386.01
ADDL1090435,1.Mar.22,102079981,NR JOB DAUDI MASIMA,Israel,830250000000.0,11548.55
ADDA1090969,1.Mar.22,100146193,NENTREK LIMITED,United States,401693000000.0,94236.17
ADNG1091338,1.Mar.22,100159996,TENGE PHARMACEUTICAL & PLASTICS LTD,Kenya,481921000000.0,2484555.05
ADKA1089643,1.Mar.22,100115603,KEESTEL TRAVELS LTD,Republic of South Africa,880330000000.0,1154855.0
ADDA1089516,1.Mar.22,116890631,EPN TERMINALS LIMITED,France,843139000000.0,3307201.99
ADDL1089767,1.Mar.22,100103559,ESSEGEE HOUSEHOLD STORE LIMITED.,China,820559000000.0,94312.37
ADDL1091390,1.Mar.22,115701746,TEEKU GARMENTS COMPANY LIMITED,China,960899000000.0,87283.94
ADDA1091117,1.Mar.22,133069143,KENU EQUIPMENT LIMITED,Republic of South Africa,853650000000.0,4480.84
ADNG1090931,1.Mar.22,103931347,KENEKE FURNITURES TRANSPORT LIMITED,Kenya,950659000000.0,135805.65
ADDL1089774,1.Mar.22,129565500,KERS COMPANY LIMITED,China,820411000000.0,283332.13
ADMK1091024,1.Mar.22,138575969,EGEPETE PAUL SWAI,Uganda,330520000000.0,461942.0
ADDL1090582,1.Mar.22,133302050,BEG BANG MACHINE & PARTS COMPANY LIMITED,China,870830000000.0,549710.98
ADTM1091234,1.Mar.22,100138905,NYENZE BOTTLING COMPANY LIMITED,Swaziland,382500000000.0,1747249.42
ADDA1090493,1.Mar.22,100104008,RHL LTD.,Republic of South Africa,732691000000.0,911.45
ADDA1089579,1.Mar.22,142479281,NEE TECH & SERVICES LIMITED,Japan,847210000000.0,7125455.35
ADDL1090103,1.Mar.22,107893245,RENERHENE SAID WARYOBA,China,392691000000.0,1108660.8
ADDL1089667,1.Mar.22,137793687,EPEX CARGO SERVICES LIMITED,China,901530000000.0,45269.94
ADDL1089637,1.Mar.22,132853517,YEPE MERKEZI INSAAT VE SANAYI ANONIM SIRKETI,Turkey,851180000000.0,788604.29
ADDL1091331,1.Mar.22,137819597,EZY MINING LIMITED,Italy,401693000000.0,77682.48
ADDL1089685,1.Mar.22,125194079,EPELLE HEAVY EQUIPMENT LIMITED,China,841330000000.0,2194.22
ADDL1089685,1.Mar.22,125194079,EPELLE HEAVY EQUIPMENT LIMITED,China,841330000000.0,2194.22
ADDL1089685,1.Mar.22,125194079,EPELLE HEAVY EQUIPMENT LIMITED,China,841330000000.0,2194.22
ADDL1089685,1.Mar.22,125194079,EPELLE HEAVY EQUIPMENT LIMITED,China,841330000000.0,2194.22
ADDA1089813,1.Mar.22,100216183,KLN ROYAL DUTCH AIRLINES LTD.,Netherlands,850300000000.0,272147.61
ADDL1090582,1.Mar.22,133302050,BEG BANG MACHINE & PARTS COMPANY LIMITED,China,843149000000.0,411128.38
ADDL1091390,1.Mar.22,115701746,TEEKU GARMENTS COMPANY LIMITED,China,848180000000.0,1208578.85
ADDL1090582,1.Mar.22,133302050,BEG BANG MACHINE & PARTS COMPANY LIMITED,China,401693000000.0,129574.73
ADDA1090969,1.Mar.22,100146193,NENTREK LIMITED,United States,732020000000.0,98670.81
ADDA1090969,1.Mar.22,100146193,NENTREK LIMITED,India,732090000000.0,509706.8
ADDL1089767,1.Mar.22,100103559,ESSEGEE HOUSEHOLD STORE LIMITED.,India,820340000000.0,5319.22
ADDL1089667,1.Mar.22,137793687,EPEX CARGO SERVICES LIMITED,Turkey,870899000000.0,140839.8
ADDL1091390,1.Mar.22,115701746,TEEKU GARMENTS COMPANY LIMITED,China,848360000000.0,369276.43
ADKR1090159,1.Mar.22,115844725,ESEEK HAKI MINDE,Namibia,220421000000.0,5292495.62
ADAM1089538,1.Mar.22,100250241,SENRVEK MINING AND CONSTRUCTION LIMITED,Australia,842490000000.0,4185818.14
ADDL1091209,1.Mar.22,136238779,EPPE AGENCIES COMPANY LIMITED,China,620349000000.0,5889760.5
ADDL1090582,1.Mar.22,133302050,BEG BANG MACHINE & PARTS COMPANY LIMITED,China,840999000000.0,109942.2
ADDA1091117,1.Mar.22,133069143,KENU EQUIPMENT LIMITED,Malaysia,851220000000.0,112159.52
ADDL1091091,1.Mar.22,129099453,KERE CERAMICS COMPANY LIMITED,China,680410000000.0,29213212.08
ADMK1091105,1.Mar.22,100101467,SERENGETE BREWERIES LIMITED,Uganda,830910000000.0,175653445.5
ADDL1090052,1.Mar.22,151570429,ENTEGRETY AUTO COMPANY LIMITED,Japan,870324000000.0,3571596.96
ADDA1089605,1.Mar.22,132853517,YEPE MERKEZI INSAAT VE SANAYI ANONIM SIRKETI,Turkey,843149000000.0,168631.93
ADDL1091235,1.Mar.22,132512043,NEPENBELE INVESTMENT CO. LIMITED,China,910119000000.0,241364.7
ADDL1089637,1.Mar.22,132853517,YEPE MERKEZI INSAAT VE SANAYI ANONIM SIRKETI,Turkey,841480000000.0,8700908.54
ADDA1090969,1.Mar.22,100146193,NENTREK LIMITED,United States,848240000000.0,104629.86
ADDL1089891,1.Mar.22,111418985,NR GASPARI MALIMI SHILIBA,United Kingdom,841440000000.0,3092470.7
ADDL1090569,1.Mar.22,102842944,KREWN HEALTHCARE (T) LIMITED,China,382200000000.0,25291324.5
ADKA1090655,1.Mar.22,134309571,KEBENG'ETE INFECTIOUS DISEASES HOSPITAL,Republic of South Africa,847180000000.0,7623249.52
ADDL1089774,1.Mar.22,129565500,KERS COMPANY LIMITED,China,940540000000.0,101026.72
ADDL1089710,1.Mar.22,107284885,ERTEN LIMITED,China,401110000000.0,21036838.68
ADDL1091074,1.Mar.22,100100207,PEN ENTERPRISES LIMITED,India,392391000000.0,30367628.24
ADDL1090302,1.Mar.22,106673594,THE BOX FACTORY LIMITED,China,842833000000.0,559527247.5
ADDL1090435,1.Mar.22,102079981,NR JOB DAUDI MASIMA,Israel,490110000000.0,11548.55
ADDA1089995,1.Mar.22,100269309,KHENE AND COTEX INDUSTRIES LTD.,"Taiwan, Province of China",847790000000.0,23097.1
ADDL1090458,1.Mar.22,127193576,NR KULWA HAMIS NAMKAA,Japan,870324000000.0,7605875.03
ADDL1089667,1.Mar.22,137793687,EPEX CARGO SERVICES LIMITED,Japan,401110000000.0,1414685.48
ADDA1091117,1.Mar.22,133069143,KENU EQUIPMENT LIMITED,Italy,401693000000.0,20002.09
ADDA1089977,1.Mar.22,103349338,ENBESSY OF FRANCE.,France,901890000000.0,45444249.05
ADDL1090258,1.Mar.22,127682879,EVERWELL CABLE AND ENGINEERING COMPANY LIMITED,China,853649000000.0,2208868.06
ADDA1089605,1.Mar.22,132853517,YEPE MERKEZI INSAAT VE SANAYI ANONIM SIRKETI,Turkey,903180000000.0,2115648.17
